player_name,shots,goals,passes,total_minutes
paolo di canio,3,1.0,66.0,283
paolo maldini,3,1.0,112.0,363
papa babacar diawara,1,0.0,16.0,68
papa kouly diop,8,0.0,225.0,930
pape n''diaye souaré,5,0.0,599.0,1721
papiss demba cissé,5,0.0,75.0,386
patrice evra,2,0.0,165.0,549
patricia guijarro gutiérrez,6,0.0,71.0,264
patrick bamford,3,0.0,39.0,246
patrick claude ekeng ekeng,1,0.0,44.0,251
patrick vieira,20,3.0,1932.0,7082
patrick van aanholt,27,3.0,656.0,2147
patrik berger,1,0.0,11.0,53
paul bosvelt,1,0.0,72.0,230
paul breitner,5,0.0,77.0,238
paul butler,1,0.0,42.0,121
paul dickov,1,1.0,29.0,183
paul dummett,1,1.0,297.0,871
paul ince,1,0.0,35.0,119
paul pogba,2,0.0,33.0,170
paul scholes,7,0.0,150.0,506
pauline bremer,53,10.0,184.0,1230
paulo bruno exequiel dybala,1,0.0,30.0,126
pedro alcalá guirado,1,0.0,60.0,222
pedro bigas rigo,3,1.0,150.0,526
pedro eliezer rodríguez ledesma,110,17.0,2194.0,9154
pedro león sánchez gil,3,0.0,89.0,464
pedro mosquera parada,3,0.0,147.0,637
pedro pablo hernández,2,0.0,78.0,471
peng han,2,0.0,151.0,438
per frandsen,2,0.0,25.0,112
per mertesacker,2,0.0,349.0,963
pere pons riera,3,1.0,144.0,574
pervis josué estupiñán tenorio,1,0.0,39.0,145
peter beardsley,3,0.0,14.0,105
peter crouch,6,0.0,113.0,544
peter whittingham,1,0.0,68.0,268
phil bardsley,3,0.0,181.0,566
phil jagielka,2,0.0,203.0,609
philipp lahm,1,1.0,241.0,712
philipp wollscheid,1,0.0,434.0,1387
philippe coutinho correia,108,7.0,1769.0,6857
piet keizer,1,0.0,39.0,172
pione sisto ifolo emirmija,2,0.0,49.0,219
piotr trochowski,1,0.0,16.0,80
poppy pattinson,7,0.0,985.0,3223
quincy anton promes,1,0.0,36.0,168
quinton fortune kolobea,1,0.0,54.0,222
rachel corsie,1,0.0,108.0,357
rachel furness,67,6.0,1269.0,4874
rachel mclauchlan,4,0.0,169.0,898
rachel rowe,8,0.0,530.0,1758
rachel williams,14,0.0,233.0,1275
radamel falcao garcía zárate,9,1.0,60.0,350
radostin kishishev,1,0.0,87.0,306
rafael alcântara do nascimento,39,7.0,1635.0,6284
rafael van der vaart,1,0.0,16.0,51
raheem sterling,13,1.0,229.0,1118
raissa feudjio tchuanyo,2,0.0,68.0,317
rakel hönnudóttir,3,0.0,119.0,571
ramires santos do nascimento,3,1.0,124.0,502
ramon olamilekan azeez,3,1.0,71.0,434
ramona bachmann,52,4.0,643.0,3081
raphaël varane,6,0.0,365.0,1149
rattikan thongsombut,2,0.0,18.0,141
ray parlour,20,0.0,940.0,3640
raúl albentosa redal,1,0.0,79.0,267
raúl albiol i tortajada,1,0.0,77.0,260
raúl garcía escudero,16,0.0,143.0,739
raúl rodríguez navas,1,0.0,136.0,498
raúl de tomás gómez,6,1.0,45.0,282
rebecca elizabeth sauerbrunn,1,0.0,74.0,197
rebecca holloway,4,0.0,515.0,1645
rebecca jane,6,0.0,998.0,2845
reinhard lauck,5,0.0,30.0,120
remi allen,45,5.0,1170.0,4766
renan augusto lodi dos santos,1,0.0,51.0,172
rené salomon olembé-olembé,1,0.0,56.0,188
rhiannon roberts,18,0.0,532.0,2155
rhoda mulaudzi,2,0.0,12.0,58
rhu-endly martina,1,0.0,239.0,767
ria percival,16,0.0,1440.0,4674
rianna dean,27,4.0,199.0,1450
ricard puig martí,7,0.0,433.0,1567
ricardo izecson dos santos leite,6,1.0,79.0,391
ricardo jorge luz horta,4,0.0,58.0,268
ricardo miguel moreira da costa,1,0.0,49.0,167
ricardo omar giusti,1,0.0,35.0,145
ricardo rogério de brito,3,0.0,109.0,381
ricardo wayne gardner,2,0.0,44.0,145
richard dunne,1,0.0,28.0,91
richard hughes,2,0.0,33.0,146
rickie lambert,5,1.0,53.0,201
ricky van wolfswinkel,2,0.0,25.0,135
rinsola babajide,47,5.0,401.0,3152
risa shimizu,2,0.0,145.0,424
rita chikwelu,1,0.0,86.0,394
riyad mahrez,30,7.0,402.0,1878
riza durmisi,2,0.0,61.0,203
robbie fowler,2,0.0,9.0,40
robbie keane,1,1.0,53.0,276
robbie savage,1,0.0,101.0,374
robert alfred ''bobby' smith,1,0.0,41.0,115
robert brady,21,1.0,475.0,1695
robert huth,9,1.0,286.0,923
robert ibáñez castro,2,0.0,29.0,161
robert kenedy nunes do nascimento,8,0.0,189.0,785
robert lewandowski,3,0.0,22.0,136
robert pirès,56,14.0,1834.0,6507
roberto boninsegna,1,0.0,21.0,147
roberto firmino barbosa de oliveira,17,1.0,316.0,1504
roberto galia,3,0.0,59.0,214
roberto josé rosales altuve,4,0.0,242.0,871
roberto román triguero,2,0.0,154.0,482
roberto soldado rillo,2,0.0,64.0,342
roberto soriano,2,0.0,46.0,240
roberto torres morales,7,2.0,107.0,491
roberto trashorras gayoso,3,0.0,232.0,764
roberto tricella,1,0.0,57.0,216
rodrigo ely,1,0.0,39.0,135
rodrigo hernández cascante,2,0.0,176.0,665
rodrigo javier de paul,3,0.0,44.0,214
rodrigo moreno machado,9,1.0,130.0,723
rodrigo ríos lozano,2,0.0,34.0,247
roger claver assalé djapone,1,0.0,13.0,67
roger martí salvador,2,0.0,40.0,287
romelu lukaku menama,35,7.0,420.0,1981
ronald federico araújo da silva,1,0.0,208.0,634
roque luis santa cruz cantero,1,0.0,44.0,160
roque mesa quevedo,6,0.0,250.0,1031
rory delap,3,0.0,77.0,269
rosella ayane,36,1.0,328.0,2324
rosemary kathleen lavelle,5,2.0,26.0,111
rosie kmita,6,1.0,92.0,462
rosie white,1,0.0,40.0,247
ross barkley,27,1.0,706.0,2505
roy keane,6,0.0,228.0,702
ruben loftus-cheek,5,1.0,97.0,395
rubén alcaraz jiménez,3,0.0,64.0,267
rubén castro martín,13,3.0,118.0,520
rubén duarte sánchez,2,0.0,142.0,488
rubén garcía santos,1,0.0,20.0,102
rubén gracia calmache,1,0.0,55.0,237
rubén pardo gutiérrez,3,0.0,257.0,923
rubén peña jiménez,1,0.0,162.0,549
rubén rochina naixes,14,1.0,248.0,1040
rubén salvador pérez del mármol,6,0.0,256.0,1020
rubén sobrino pozuelo,2,0.0,37.0,220
rudy gestede,21,0.0,211.0,856
rui manuel césar costa,2,0.0,45.0,163
rui zhang,2,0.0,148.0,575
russell martin,4,2.0,355.0,991
ruud van nistelrooy,5,0.0,37.0,242
ryan bennett,3,0.0,205.0,629
ryan bertrand,6,1.0,592.0,1758
ryan giggs,6,0.0,196.0,774
ryan mason,4,0.0,195.0,673
ryan shawcross,3,0.0,198.0,629
róbert mazáň,1,0.0,55.0,181
sabin merino zuloaga,2,0.0,23.0,146
sadio mané,38,6.0,430.0,2301
saido berahino,11,1.0,132.0,733
saki kumagai,2,0.0,151.0,433
salif alassane diao,1,0.0,36.0,115
salomon armand magloire kalou,1,0.0,25.0,145
salvador sevilla lópez,1,0.0,164.0,493
samantha june mewis,6,2.0,67.0,231
samantha may kerr,20,2.0,113.0,632
sami hyypiä,3,1.0,143.0,418
samir nasri,5,1.0,172.0,589
samuel castillejo azuaga,1,0.0,65.0,510
samuel chimerenka chukwueze,14,1.0,108.0,561
samuel eto''o fils,1,1.0,42.0,236
samuel sáiz alonso,1,0.0,19.0,80
samuel yves umtiti,7,1.0,3276.0,9851
samuele longo,1,0.0,16.0,94
sandro cois,2,0.0,47.0,188
sandro mazzola,1,0.0,43.0,181
sandro ramírez castillo,15,3.0,149.0,703
sanjin prcić,4,0.0,8.0,47
santiago arias naranjo,1,0.0,81.0,250
santiago cazorla gonzález,9,1.0,514.0,1705
santiago cáseres,1,0.0,62.0,231
santiago mina lorenzo,5,2.0,87.0,552
sara caroline seger,3,0.0,158.0,506
sara däbritz,14,2.0,83.0,487
sarah emma mayling,7,0.0,827.0,2896
sarah gregorius,2,0.0,21.0,201
satara murray,1,0.0,633.0,1878
saúl berjón pérez,5,0.0,73.0,321
saúl ñíguez esclapez,11,3.0,288.0,1361
scott dann,9,2.0,381.0,1186
scott parker,2,0.0,78.0,321
scott sinclair,3,0.0,66.0,423
sean davis,1,0.0,106.0,374
sebastian larsson,1,0.0,100.0,385
sebastian prödl,1,1.0,115.0,353
sebastián coates nión,5,0.0,205.0,732
sebastián dubarbier,1,0.0,60.0,255
sel-gi jang,3,0.0,171.0,530
serge gnabry,2,0.0,7.0,55
sergi darder moll,9,0.0,120.0,563
sergi gómez solà,1,0.0,152.0,534
sergi roberto carnicer,43,1.0,6777.0,21228
sergio busquets i burgos,37,4.0,12498.0,39220
sergio canales madrazo,9,2.0,274.0,1013
sergio daniel batista,1,0.0,42.0,137
sergio enrich ametller,12,0.0,152.0,901
sergio escudero palomo,4,0.0,132.0,504
sergio ezequiel araújo,5,0.0,23.0,148
sergio garcía de la fuente,6,1.0,103.0,540
sergio gontán gallardo,1,0.0,16.0,87
sergio guardiola navarro,7,0.0,67.0,435
sergio leonel agüero del castillo,32,7.0,153.0,897
sergio león limones,3,0.0,29.0,185
sergio pelegrín lópez,1,0.0,49.0,189
sergio ramos garcía,9,4.0,645.0,1978
sergio reguilón rodríguez,3,0.0,170.0,600
sergio sánchez ortega,1,0.0,71.0,215
sergio álvarez díaz,2,0.0,84.0,314
seth johnson,1,0.0,51.0,154
seung-ho paik,1,0.0,3.0,11
seydou doumbia,1,0.0,3.0,35
shane long,15,3.0,201.0,966
shannon albuery,4,0.0,59.0,385
shanshan wang,6,0.0,86.0,431
shaun wright-phillips,1,0.0,52.0,267
sherida spitse,3,0.0,180.0,524
shinji okazaki,7,1.0,125.0,801
shuang wang,1,0.0,72.0,387
sidnei rechel da silva júnior,1,0.0,192.0,666
siem stefan de jong,4,0.0,74.0,269
silawan intamee,1,0.0,37.0,206
silvia meseguer bellido,2,0.0,44.0,167
simon charlton,1,0.0,74.0,238
simon davies,1,0.0,35.0,150
simon francis,1,0.0,632.0,1885
simon thorup kjær,2,0.0,46.0,165
simone magill,27,2.0,594.0,3819
simão mate,1,0.0,73.0,292
simão pedro fonseca sabrosa,1,0.0,21.0,89
siri worm,4,1.0,953.0,2606
sjaak swart,5,0.0,43.0,153
so-hyun cho,11,0.0,619.0,2349
so-yun ji,86,12.0,1843.0,6887
sofiane boufal,2,0.0,35.0,163
sofiane feghouli,6,0.0,80.0,370
sophie elizabeth bradley-auckland,11,0.0,1264.0,3745
sophie howard,5,0.0,750.0,2280
sophie louise ingle,29,4.0,1524.0,4576
sophie perry-campbell,1,0.0,137.0,387
sophie schmidt,2,0.0,158.0,472
stan lazaridis,2,0.0,62.0,290
steed malbranque,8,0.0,88.0,426
stefan savić,1,0.0,97.0,330
stephanie houghton,46,5.0,2761.0,8199
stephen clemence,3,0.0,83.0,331
stephen kenneth hunt,10,1.0,44.0,229
stevan jovetić,1,0.0,5.0,30
steve buttle,3,0.0,37.0,152
steve cook,11,1.0,494.0,1457
steve mcmanaman,1,0.0,5.0,23
steve stone,1,0.0,72.0,282
steve watson,2,0.0,26.0,142
steven berghuis,3,0.0,48.0,222
steven davis,11,4.0,597.0,2074
steven fletcher,13,2.0,156.0,845
steven gerrard,10,1.0,235.0,776
steven n''kemboanza mike christopher nzonzi,4,0.0,193.0,644
steven naismith,4,0.0,100.0,527
steven whittaker,2,1.0,130.0,358
stylianos giannakopoulos,1,0.0,35.0,153
stéphane sessègnon,8,1.0,149.0,672
suchawadee nildhamrong,1,0.0,54.0,228
sullay kaikai,3,0.0,20.0,82
sulzeer jeremiah ''sol' campbell,11,1.0,1266.0,3804
sung-yeung ki,9,0.0,482.0,1661
sven bender,1,0.0,28.0,102
svenja huth,6,0.0,97.0,455
sylvain distin,2,0.0,125.0,383
sylvain legwinski,4,0.0,107.0,394
sylvain wiltord,18,3.0,268.0,1164
szilárd németh,3,0.0,55.0,293
séamus coleman,10,0.0,433.0,1504
sébastien aymar bassong nguena,2,0.0,252.0,814
sébastien squillaci,4,0.0,13.0,38
takashi inui,8,2.0,68.0,395
takefusa kubo,6,0.0,75.0,326
tameka yallop,2,0.0,62.0,265
taneekarn dangda,2,0.0,26.0,142
taylor hinds,11,0.0,542.0,1797
teddy sheringham,2,1.0,51.0,196
tente sánchez,2,0.0,42.0,120
terry butcher,1,0.0,45.0,159
terry fenwick,2,0.0,32.0,104
terry graham garbett,1,0.0,26.0,91
tessa wullaert,50,5.0,1150.0,4351
tessel middag,9,0.0,312.0,1079
thaysa de moraes rosa moreno,2,0.0,80.0,301
thembi kgatlana,7,1.0,37.0,308
theo bernard françois hernández,3,0.0,98.0,348
theo walcott,3,0.0,53.0,254
thiago alcântara do nascimento,1,1.0,215.0,748
thierry henry,196,30.0,1317.0,6611
thievy guivane bifouma koulossa,3,1.0,51.0,291
thomas gravesen,2,0.0,58.0,248
thomas hitzlsperger,3,0.0,46.0,196
thomas lemar,1,0.0,32.0,182
thomas müller,10,1.0,113.0,507
thomas teye partey,2,0.0,187.0,842
thomas vermaelen,6,1.0,719.0,2127
tiago cardoso mendes,2,0.0,154.0,523
tiago manuel dias correia,2,0.0,69.0,329
timm klose,1,0.0,60.0,204
timothy evans fosu-mensah,1,0.0,4.0,17
timothée kolodziejczak,1,0.0,27.0,93
tobias linderoth,1,0.0,46.0,157
toby alderweireld,17,0.0,897.0,2663
tom carroll,2,1.0,115.0,399
tom cleverley,16,2.0,410.0,1488
tomasz radziński,5,2.0,54.0,266
tomer hemed,3,0.0,22.0,112
tommy elphick,1,0.0,97.0,285
tommy ord,4,0.0,16.0,92
tomás pina isla,3,0.0,123.0,563
toni kroos,16,0.0,825.0,2741
tony field,1,0.0,49.0,191
tony hibbert,1,0.0,61.0,168
trent alexander-arnold,2,0.0,91.0,233
troy deeney,27,6.0,354.0,1719
trudi sudan carter,3,0.0,12.0,83
trésor lomana lualua,3,0.0,18.0,170
tugay kerimoğlu,2,0.0,135.0,435
tyler roberts,1,0.0,8.0,55
ugochi desire oparanozie,5,0.0,44.0,293
ulises hernán de la cruz bernardo,1,0.0,30.0,136
ulrich hoeneß,2,0.0,37.0,138
unai bustinza martínez,1,0.0,105.0,348
unai lópez cabrera,6,1.0,107.0,420
unai núñez gestoso,1,0.0,23.0,84
vadis odjidja-ofoe,2,0.0,118.0,510
valentina bergamaschi,1,0.0,47.0,238
valentina giacinti,1,0.0,8.0,71
valérie gauvin,7,1.0,32.0,275
vicente iborra de la fuente,5,1.0,228.0,931
victor moses,6,1.0,65.0,344
victor wanyama,13,1.0,548.0,1966
victoria williams,16,2.0,1115.0,3682
viktoria schnaderbeck,4,0.0,821.0,2409
vincent kompany,1,1.0,97.0,331
vinícius josé paixão de oliveira júnior,8,1.0,67.0,367
virgil van dijk,15,1.0,492.0,1589
virginia torrecilla reyes,5,0.0,169.0,558
vitorino gabriel pacheco antunes,2,0.0,33.0,114
viviane asseyi,2,0.0,35.0,182
vivianne miedema,178,39.0,1002.0,5582
vladimir smicer,4,2.0,63.0,247
vurnon anita,1,0.0,394.0,1249
víctor camarasa ferrando,2,0.0,113.0,469
víctor campuzano bonilla,1,0.0,2.0,20
víctor casadesús castaño,3,2.0,79.0,359
víctor guillermo álvarez delgado,1,0.0,81.0,335
víctor laguardia cisneros,1,0.0,68.0,223
víctor machín pérez,11,2.0,189.0,1081
víctor muñoz manrique,1,0.0,45.0,160
víctor pérez alonso,1,0.0,47.0,190
víctor ruíz torre,1,0.0,163.0,514
víctor sánchez mata,3,0.0,205.0,878
wahbi khazri,9,1.0,135.0,608
waldo rubio martín,2,0.0,46.0,184
wanderson maciel sousa campos,1,0.0,24.0,142
wayne bridge,1,0.0,111.0,365
wayne mark rooney,26,5.0,483.0,1981
wayne routledge,6,1.0,237.0,1028
wellington alves da silva,1,0.0,17.0,103
wendie renard,4,3.0,196.0,580
wes brown,1,0.0,197.0,645
wes hoolahan,5,0.0,222.0,903
wes morgan,9,1.0,281.0,929
wesley sneijder,6,0.0,39.0,163
wiktoria kiszkis,1,0.0,2.0,7
wilfried guemiand bony,16,1.0,124.0,645
wilfried zaha,12,0.0,200.0,1232
william gallas,3,0.0,36.0,129
willian borges da silva,34,2.0,860.0,3188
willian josé da silva,14,2.0,117.0,581
wim suurbier,1,0.0,59.0,182
winston reid,3,0.0,196.0,684
wissam ben yedder,7,0.0,53.0,297
wolfgang overath,1,0.0,37.0,136
xabier alonso olano,5,1.0,174.0,618
xabier prieto argarate,5,1.0,274.0,1072
xavier hernández creus,53,6.0,4005.0,12148
xavier torres buigues,1,0.0,76.0,270
xherdan shaqiri,13,3.0,285.0,1173
yacine brahimi,1,1.0,13.0,110
yakubu aiyegbeni,8,1.0,37.0,252
yan brice eteki,1,0.0,10.0,95
yana daniëls,21,3.0,547.0,2918
yangel clemente herrera ravelo,1,0.0,28.0,165
yann gérard m''vila,14,0.0,900.0,3023
yannick bolasie yala,16,1.0,224.0,1156
yannick ferreira carrasco,9,1.0,154.0,821
yasha gu,2,0.0,86.0,413
yeray álvarez lópez,2,0.0,120.0,431
ying li,3,1.0,42.0,263
yohan cabaye,25,1.0,494.0,1738
younes kaboul,7,0.0,231.0,829
youri djorkaeff,3,0.0,40.0,172
youssef el-arabi,7,0.0,44.0,349
youssef en-nesyri,8,1.0,67.0,462
youssouf chafiq mulumbu ngangu,1,0.0,60.0,268
yui hasegawa,2,0.0,74.0,270
yuika sugasawa,4,1.0,59.0,276
yuri berchiche izeta,12,0.0,213.0,795
zakaria bakkali,1,0.0,8.0,46
zat knight,1,0.0,20.0,67
àngel rangel zaragoza,3,0.0,379.0,978
álvaro borja morata martín,11,1.0,54.0,372
álvaro cejudo carmona,9,0.0,114.0,545
álvaro gonzález soberón,4,0.0,158.0,556
álvaro negredo sánchez,4,0.0,34.0,151
álvaro vadillo cifuentes,9,1.0,67.0,397
ángel fabián di maría hernández,2,0.0,133.0,521
ángel lafita castillo,2,2.0,17.0,155
ángel luis rodríguez díaz,9,1.0,32.0,281
ángel martín correa,3,1.0,82.0,451
ángel trujillo canorea,2,1.0,55.0,222
éderzito antónio macedo lopes,4,0.0,56.0,359
édson arantes do nascimento,7,0.0,45.0,206
émerson augusto thome,1,0.0,76.0,238
éver maximiliano david banega,7,1.0,362.0,1250
íñigo lekue martínez,1,0.0,34.0,171
íñigo martínez berridi,9,0.0,247.0,836
óliver torres muñoz,1,0.0,82.0,364
óscar david romero villamayor,1,0.0,19.0,70
óscar esau duarte gaitán,1,0.0,30.0,107
óscar javier gonzález marcos,1,0.0,47.0,224
óscar melendo jiménez,2,0.0,61.0,302
óscar plano pedreño,3,0.0,77.0,325
óscar rodríguez arnaiz,5,1.0,72.0,364
óscar de marcos arana,3,1.0,408.0,1408
i̇lkay gündoğan,1,1.0,55.0,192
łukasz piszczek,1,0.0,35.0,127
